1985	2	10	1
1986	1	1	2
1987	13	0	1
1988	6	10	0
1989	0	20	0
1990	2	0	16
1991	1	0	0
1992	0	2	1
1993	0	3	38
1994	0	2	0
1995	3	1	1
1996	0	19	3
1997	0	3	2
1998	10	0	5
1999	6	1	1
2000	2	3	2
2001	2	3	1
2002	1	1	0
2003	2	5	2
2004	5	2	6
2005	2	1	0
2006	5	2	4
2007	3	0	11
2008	4	9	6
2009	0	9	9
2010	3	1	10
2011	2	3	42
2012	91	4	1
2013	0	8	1
2014	1	44	1
